name,ticker,date,close,sector,currency
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-01,73.0,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-02,73.1500015258789,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-03,73.41999816894531,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-04,74.30000305175781,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-07,75.55000305175781,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-08,74.62000274658203,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-09,74.44999694824219,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-10,74.56999969482422,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-11,75.0199966430664,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-14,75.61000061035156,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-15,75.12000274658203,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-16,75.45999908447266,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-17,75.47000122070312,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-18,75.29000091552734,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-21,74.37000274658203,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-22,73.81999969482422,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-23,71.81999969482422,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-24,71.7300033569336,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-25,72.91999816894531,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-02-28,72.91000366210938,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-01,72.45999908447266,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-02,71.94999694824219,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-03,72.37999725341797,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-04,71.94000244140625,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-07,70.83000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-08,71.6500015258789,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-09,71.02999877929688,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-10,70.43000030517578,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-11,70.01000213623047,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-14,68.4000015258789,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-15,66.75,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-16,66.63999938964844,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-17,66.80999755859375,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-18,66.12000274658203,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-21,67.05999755859375,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-22,67.19999694824219,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-23,67.51000213623047,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-24,68.19999694824219,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-25,69.12000274658203,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-28,68.83000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-29,68.83999633789062,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-30,69.1500015258789,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-03-31,68.62000274658203,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-01,68.80000305175781,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-04,68.12999725341797,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-05,68.2300033569336,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-06,67.51000213623047,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-07,67.55999755859375,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-08,67.16000366210938,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-11,66.94000244140625,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-12,65.94000244140625,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-13,66.51000213623047,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-14,66.33000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-15,66.52999877929688,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-18,66.27999877929688,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-19,66.33000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-20,67.36000061035156,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-21,67.62000274658203,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-26,68.13999938964844,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-27,67.9000015258789,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-28,67.76000213623047,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-04-29,67.66999816894531,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-02,67.66000366210938,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-03,67.33000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-04,66.79000091552734,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-05,68.22000122070312,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-06,69.27999877929688,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-09,69.58999633789062,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-10,69.70999908447266,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-11,70.0999984741211,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-12,70.01000213623047,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-13,69.98999786376953,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-16,69.47000122070312,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-17,68.04000091552734,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-18,68.52999877929688,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-19,68.54000091552734,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-20,68.79000091552734,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-23,68.04000091552734,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-24,67.83000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-25,68.05000305175781,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-26,68.2699966430664,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-27,68.16999816894531,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-30,68.08999633789062,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-05-31,67.9800033569336,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-01,67.52999877929688,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-02,66.80999755859375,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-03,65.7699966430664,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-06,65.33000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-07,64.52999877929688,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-08,64.2300033569336,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-09,64.63999938964844,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-10,64.33999633789062,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-13,64.2300033569336,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-14,64.66000366210938,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-15,64.83999633789062,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-16,64.81999969482422,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-17,63.86000061035156,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-20,63.5099983215332,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-21,64.51000213623047,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-22,64.41000366210938,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-23,64.44999694824219,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-24,64.83000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-27,64.54000091552734,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-28,65.05000305175781,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-29,65.37000274658203,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-06-30,66.0199966430664,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-01,66.68000030517578,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-04,67.0,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-05,67.2300033569336,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-06,67.9800033569336,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-07,68.91000366210938,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-08,68.66999816894531,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-11,69.19000244140625,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-12,68.81999969482422,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-13,68.6500015258789,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-14,67.79000091552734,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-15,68.0,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-18,68.11000061035156,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-19,68.88999938964844,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-20,69.33000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-21,68.55999755859375,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-22,69.0,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-25,69.31999969482422,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-26,68.95999908447266,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-27,68.37000274658203,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-28,68.51000213623047,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-07-29,67.48999786376953,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-01,67.19999694824219,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-02,67.0,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-03,65.58999633789062,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-04,64.81999969482422,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-05,62.900001525878906,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-08,61.22999954223633,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-09,61.11000061035156,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-10,60.349998474121094,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-11,61.7400016784668,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-12,62.90999984741211,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-15,62.18000030517578,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-16,62.66999816894531,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-17,62.150001525878906,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-18,59.15999984741211,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-19,58.29999923706055,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-22,58.0,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-23,58.810001373291016,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-24,59.720001220703125,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-25,59.93000030517578,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-26,60.310001373291016,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-29,60.68000030517578,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-30,61.900001525878906,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-08-31,62.61000061035156,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-01,63.060001373291016,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-02,62.58000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-05,61.209999084472656,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-06,59.84000015258789,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-07,61.869998931884766,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-08,62.77000045776367,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-09,63.599998474121094,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-12,62.59000015258789,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-13,63.959999084472656,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-14,63.849998474121094,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-15,65.52999877929688,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-16,65.76000213623047,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-19,66.37000274658203,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-20,67.36000061035156,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-21,66.5999984741211,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-22,64.77999877929688,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-23,64.80000305175781,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-26,64.98999786376953,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-27,67.01000213623047,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-28,66.13999938964844,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-29,65.47000122070312,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-09-30,65.11000061035156,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-03,64.95999908447266,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-04,63.45000076293945,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-05,65.45999908447266,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-06,66.37000274658203,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-07,66.05999755859375,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-10,67.04000091552734,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-11,67.91000366210938,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-12,68.12000274658203,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-13,67.86000061035156,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-14,68.5,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-17,68.91000366210938,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-18,68.5999984741211,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-19,68.05999755859375,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-20,67.27999877929688,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-21,68.0,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-24,69.1500015258789,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-25,68.47000122070312,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-26,67.94000244140625,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-27,68.6500015258789,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-28,69.25,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-10-31,69.16000366210938,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-01,68.05999755859375,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-02,68.4800033569336,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-03,69.55999755859375,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-04,69.4000015258789,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-07,69.25,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-08,69.9000015258789,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-09,69.91999816894531,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-10,69.20999908447266,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-11,69.75,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-14,70.25,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-15,70.33000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-16,71.2300033569336,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-17,69.62999725341797,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-18,68.75,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-21,66.66999816894531,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-22,66.55999755859375,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-23,66.47000122070312,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-24,66.19000244140625,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-25,66.86000061035156,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-28,68.08999633789062,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-29,68.26000213623047,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-11-30,69.63999938964844,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-12-01,69.77999877929688,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-12-02,70.77999877929688,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-12-05,71.08000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-12-06,70.94999694824219,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-12-07,70.77999877929688,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-12-08,70.91000366210938,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-12-09,70.83000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-12-12,70.58000183105469,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-12-13,71.61000061035156,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-12-14,70.13999938964844,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-12-15,69.98999786376953,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-12-16,70.16000366210938,,EUR
Amundi MSCI World Information Technology UCITS ETF,TNOW,2011-12-19,70.22000122070312,,EUR
